title,author,is_novel
"A Book of the Passions, ... illustrated with ... engravings from drawings by the most eminent artists, under the superintendence of ... C. Heath","James, G. P. R. (George Payne Rainsford)",False
"A Book of the United States: exhibiting its geography, divisions, constitution and government ... together with a condensed history of the land ... the biography of about three hundred of the leading men; a description of the principal cities and towns; with statistical tables ... Edited by G. Mellen. With engravings, etc","Mellen, Grenville",False
"A Book of the United States; exhibiting its geography, divisions, constitution, and government; ... together with a condensed history of the land, ... the biography of ... the leading men, ... statistical tables, ... engravings, etc","Mellen, Grenville",False
A Book without a Man! [A tale.],"Herbertson, Agnes Grozier",True
A Booke of Glamorganshire's Antiquities ... Edited by J. A. Corbett,"Merrick, Rice",False
A Booke of Olde Manchester and Salford. By Alfred Darbyshire ... Edited with an introduction by George Milner [With illustrations.],Royal Jubilee Exhibition of 1887 (Manchester),False
"A Booke of the Foundacion and Antiquitye of the Towne of Greate Yermouthe: from the original manuscript written in the time of Queen Elizabeth, with Notes and an Appendix. Edited by C. J. Palmer","Manship, Henry, the Elder",False
A Bootless Bene [A novel.],"Le Clerc, M. E.",True
A Born Coquette [A novel.],"Argles, afterwards Hungerford, Margaret Wolfe",True
A Born Player,"West, Mary",False
A Born Soldier,"Winter, John Strange, pseudonym [i.e. Henrietta Eliza Vaughan Stannard]",False
A Botanical Tour in the Highlands of Perthshire. By W. P [amplin?] and A. I [Reprinted from 'the Phytologist.'],"P, W.",False
"A Boyar of the Terrible. A romance of the court of Ivan the Cruel, etc","Whishaw, Frederick J.",True
A Brace for the Law [A novel.],"Richards, Marsden",True
A Branch of Laurel [A tale.],"Louis, A. B.",True
"A Brave Lady [A novel.] By the Author of 'John Halifax' [D. M. Mulock, afterwards Craik]",,True
A Bread and Butter Miss: a sketch in outline,"Paston, George",False
A Bridal Ode on the Marriage of Catherine and Petruchio [A satire on Catharine Macaulay's marriage with William Graham.],,False
A Bride Elect,"Douglas, Theo, i.e. Mrs H. D. Everett",True
A Bride from the Bush [A novel.],"Hornung, E. W. (Ernest William)",True
A Bride of Japan,"Dawe, William Carlton",True
A Bride's Experiment. A story of Australian bush life,"Mansford, Charles Jodrell",True
A Bride's Madness [A novel.],"Upward, Allen",True
"A Bridge of Glass, etc","Robinson, Frederick William",True
"A Brief Account of the Colony of Port Jackson ... With an interesting account of the murder of Mr. Clode, late of that settlement, as communicated by ... Richard Johnstone","Bond, George, Lieutenant of Marines",False
"A Brief Account of the Researches and Discoveries in Upper Egypt, made under the direction of Henry Salt, Esq. ... To which is added, a detailed catalogue of Mr. Salt's collection of Egyptian antiquities, illustrated with twelve engravings ... and an enumeration of those articles purchased for the British Museum","Athanasi, Giovanni d'",False
"A Brief Description of New-York: formerly called New-Netherlands. With the places thereunto adjoyning. Together with the manner of its scituation, fertility of the soyle, healthfulness of the climate, and the commodities thence produced ... Likewise a brief relation of the customs of the Indians there","Denton, Daniel",False
"A Brief Description of Orkney, Zetland, Pightland-Firth, and Caithness, etc","Brand, John, minister of Borrowstounness",False
"A Brief Description of the Burrough and Town of Preston, and its government and guild. Originally composed between ... 1682 and 1686. With occasional notes by John Taylor",,False
"A Brief Description of the Hamlet of Heigham, Norwich ... Compiled ... by E. Delves [With plates.]","Delves, Edward",False
"A Brief Description of the Map of the Ancient World, preserved in the Cathedral Church of Hereford ... With a specimen, etc","Bannister, Saxe",False
"A Brief Historical, Statistical, and Descriptive Review of East Tennessee, United States of America, developing its ... advantages, with Remarks to Emigrants, etc","Smith, J. Gray",False
A Brief History of the Lotos Club [Illustrated.],"Elderkin, John",False
"A Brief History of the parish of Saint Botolph, Bishopsgate, with a an account of the several gifts and bequests of its benefactors, etc","Smartt, Thomas Lifford",False
"A Brief Memoir ... of the Rev. W. Moorhouse, late Pastor ... at Highfield, Huddersfield, etc","Moorhouse, William, of West-Melton, near Rotherham",False
"A Brief Narrative of a Visit to the Valleys of Piedmont, inhabited by the Vaudois, the descendants of the Waldenses; together with some observations upon the fund now raising in this country for their relief","Bridge, Bewick",False
"A Brief Narrative of the Shipwreck of the Transport 'Premier,' near the mouth of the river St. Lawrence, on the 4th November, 1843, having on board the head-quarter wing of the second battalion of the First or Royal Regiment ... Illustrated with several engravings from sketches made on the spot ... The drawings in lithotint by J. A. Hammersley","Dartnell, George R.",False
A Brief Outline of the existing system for the Government of India; to which is annexed a tabular statement of legislative enactments from 1773 to 1826,"Annand, Alexander",False
"A Brief Sketch of Cornhill, from 13th century to 19th century [With illustrations.]",Cornhill Merchant Tailors' Company,False
"A Brief Sketch of the History of Udayagiri, compiled from the family records of Syud Abbas Ali Khan Bahadur, the last Jaghirdar of Udayagiri",,False
"A Brighton Mystery; or, the Disappearance of Captain Jarvice","Hemyng, Bracebridge",True
A Brilliant Woman,"Chetwynd, Julia Bosville, Honourable Mrs Henry Weyland Chetwynd",True
A Broken Blossom. A novel,"Marryat, Florence",True
A Broken Faith,"Hardy, Iza Duffus",True
A Broken Shilling: the story of a distressed Agriculturist,"Francis, Henry",True
A Bubble Fortune [A novel.],"Tytler, Sarah",True
"A Buckeye abroad; or, Wanderings in Europe, and in the Orient","Cox, Samuel Sullivan",False
A Buckinghamshire Story of 1663,,False
"A Budget of Letters from Japan. Reminiscences of work and travel, etc","Maclay, Arthur Collins",False
"A Bunch of Primroses [A poem.] ... Illustrated, etc","Sims, George Robert",False
A Bunch of Shamrocks. Being a collection of Irish tales and sketches,"Blackburne, E. Owens, pseudonym [i.e. Elizabeth Owens Blackburne Casey]",False
"A Bush Girl's Romance, etc","Nisbet, Hume",True
A Business in Great Waters [A novel.],"Corbett, Julian Stafford, Sir",True
A Bygone Oxford [A lecture.],"Goldie, Francis",False
"A Calendar of Records belonging or relating to the rectory, church, and Parish of West Hackney in the county of Middlesex, with an introductory account of their collection. L.P","Hugo, Thomas, the Bewick Collector",False
"A Calendar of the Books, Charters, Letters Patent, Deeds, Rolls, Writs, and other Writings in the cases and drawers of the New Muniment-Room of St. Mary's Hall, made and edited for the Corporation of the City of Coventry, by John Cordy Jeaffreson","Coventry (England), Corporation",False
"A Call to Consideration in Prospect of Eternity. A sermon preached ... on occasion of the ... explosion ... at the Oaks Pit, Ardsley Colliery ... With a narrative of the event, and a view of the funeral procession","Beddow, Benjamin",False
A Campaign in New Mexico with Colonel Doniphan,"Edwards, Francis S.",False
A Canaanitish Woman [A novel.],"Duncan, Thomas",True
A Canadian Tour. A reprint of letters from the Special Correspondent of The Times,,False
A Canny Countryside,"Horne, John",False
"A Canoe Voyage up the Minnay Sotor, with an account of the lead and copper deposits in Wisconsin, of the gold region in the Cherokee country, and sketches of popular manners, etc","Featherstonhaugh, George William",False
"A Canterbury Pilgrimage, ridden, written, and illustrated by J. and E. R. P","Pennell, Joseph",False
A Capful o' Nails,"Murray, David Christie",True
A Cardinal Sin. A story. By Hugh Conway (F. J. F.) ... Fifth edition,"Fargus, Frederick John",True
"A Cardinal Sin; a story, by Hugh Conway (F. J. F.)","Fargus, Frederick John",True
"A Cast for a Crown. A dramatic story, etc","Child, Harry",True
"A Casual Acquaintance: a novel, founded on fact","Hardy, Mary Anne, Lady",True
"A Catalogue of Foreign Minerals in the possession of the Mining Department, Melbourne, Victoria. Compiled by W. Vazie Simons","Victoria, Australia, Mining Department",False
"A Catalogue of Maps, Plans, and Views of London, Westminster & Southwark. Collected and arranged by Frederick Crace. Edited by his son J. G. Crace","Crace, John Gregory, of Dulwich",False
"A Catalogue of Minerals, Rocks and Fossils which have been collected in the colony by the Mining Department, Melbourne, Victoria [Edited by Robert B. Smyth.]","Victoria, Australia, Mining Department",False
"A Catalogue of the Contents of the Mining Record Office in the Museum of Practical Geology, consisting of plans, and sections of mines and collieries, statistical and other documents [By] Robert Hunt ... Richard Meade","Museum of Practical Geology (Great Britain), Mining Records Office",False
"A Catalogue of the Horses, Cattle, Sheep, Pigs, &c, entered for the Society's Show at Hull ... Also of Holderness Farms competing for the prizes offered, etc",Royal Agricultural Society of England,False
"A Catalogue of the Library belonging to the York Mechanics' Institute ... With the rules of the Institute, names of donors, and a list of the members, &c",Mechanics' Institute (York),False
"A Catalogue of the Library of the late Mr. William Abbott, consisting of a valuable collection of works on divinity, &c, now on sale at Mr. Baynes' ... Scarborough","Abbott, William, of Scarborough",False
"A Catalogue of the subjects of Natural History, in the Museum of the ... Dublin Society, systematically arranged; also of the Antiquities, etc","O'Reilly, Bernard, Arctic Explorer",False
"A Catalogue of the whole of the remaining ... furniture and effects in the mansion, etc",,False
"A Catholic History of England. Part I. England: its rulers, clergy, and poor, before the Reformation, as described by the Monkish Historians","Maccabe, William Bernard",False
"A Catholic Tract, in answer to a Protestant one entitled, 'Come out of Babylon.'","French, Daniel",False
A Cavalier's Ladye: a romance of the Isle of Wight,"Macewen, afterwards Dicker, Constance",True
"A Caveat to the Will of a certain Northern Vicar. Addressed to the Reverend W. C*****, Rector of K**** W**** [i.e William Cooper, Rector of Kirby Wiske] [In verse.]","C*****, W., Rector of K**** W****",False
A Centennial Tour in the United States and Canada,"Wright, Joseph, of Macclesfield",False
"A Century after: picturesque glimpses of Philadelphia and Pennsylvania ... A pictorial representation of scenery, architecture, life, manners and character. Edited by R. H. Stoddard. Illustrated with engravings ... from designs by Thomas Moran, &c","Stoddard, Richard Henry",False
"A Century of Ballads ... Edited, and illustrated in facsimile of the originals, by J. Ashton","Ashton, John",False
A Century of Roundels,"Swinburne, Algernon Charles",False
"A Century of Town Life: a history of Charlestown, Massachusetts, 1775-1887. With ... plans and views","Hunnewell, James Frothingham",False
"A Century of Verses, in memory of the Reverend, the President of Magdalen College [An elegy on the death of M. J. Routh.]","Burgon, John William, Dean of Chichester",False
"A Challenge for Beautie. As it hath beene sundry times acted by the King's Majesties Servants: at the Blackefriers, and at the Globe on the Banke-side","Heywood, Thomas, dramatist",True
"A Champion in the Seventies, being the true record of some passages in a conflict of social faiths","Barnett, Edith A.",False
A Change of Air,"Hope, Anthony",True
A Change of National Empire; or arguments in favour of the removal of the National Capital from Washington City to the Mississippi Valley. Illustrated with maps,"Reavis, Logan Uriah",False
"A Change of Weapons, or the Shuffled Cards [A novel.]","Peacock, Ferdinand Mansel",True
A Chaperon's Cares [A novel.],"Jackson, Mary Catherine",True
"A Chaplet for the Brows of the Corporators; containing, amongst other flowers of fancy, the Lord Mayor's Feast; or, the Power of Eating, an ode for Michaelmas Day. By the author of Larry Lawler's address",Corporation (Dublin),False
"A Chaplet of Southernwood, etc [In verse.] L.P","Nicholson, John Gambril F.",False
A Chapter of Accidents,"Fraser, Hugh, Mrs",True
"A Character of the Province of Maryland, etc [With a portrait and a map.]","Alsop, George",False
"A Charge delivered to the Clergy of the Archdeaconry of the East Riding, at the ordinary Visitation, 1844","Wilberforce, Robert Isaac",False
A Charge from the Grave,"Gibney, Somerville",True
A Charge to Keep,"Blyth, P. A.",False
"A Charge to the Clergy of the Archdeaconry of the East Riding, at the ordinary Visitation","Wilberforce, Robert Isaac",False
A Charming Fellow [A novel.],"Trollope, Frances Eleanor",True
A Child Widow. A novel,"Williamson, Emma Sara",True
A Child in the Temple [A tale.],"Mathew, Frank James",True
A Child of Fortune,"Mac Kenna, Stephen J. (Stephen Joseph)",True
A Child of Nature. A romance ... Second edition,"Buchanan, Robert Williams",True
A Child of the Age [A novel.],"Adams, Francis William Lauderdale",True
A Child of the Precinct [A novel.],"Doudney, Sarah",True
A Child's Dream of the Zoo ... As recited ... at the ... Brompton Hospital ... 1886,"Manning, William",False
"A Christian Historical Poem: Queen Victoria. By Vox, author of 'Astronomy and the Bible reconciled' [Edmund Parsloe] . New edition",,False
A Christian with Two Wives [A tale.],"Hird, Dennis",True
A Christmas Carol ... With illustrations [from drawings by S. Eytinge.],"Dickens, Charles",True
A Christmas Carol ... With illustrations by John Leech & Frederick Barnard. Author's copyright edition,"Dickens, Charles",True
A Christmas Carol [With illustrations.],"Brooks, Phillips",True
A Christmas Dream,"Brady, James Topham",True
"A Christmas Garland. Carols and poems form the fifteenth century to the present time. Edited by A. H. Bullen. With ... illustrations, etc","Bullen, A. H. (Arthur Henry)",False
A Christmas Oratorio. Arranged by Rev. J. A. Atkinson,"Atkinson, James Augustus",False
